year,rgn_id,stock_key,licenses,catch,island,mus,family,species
2014,2,Laenihi_CHCR,4,41,Penguin Bank,CHCR,Labridae,Laenihi
2015,2,Laenihi_CHCR,25,2399,Maui County,CHCR,Labridae,Laenihi
2015,2,Laenihi_CHCR,4,267,Penguin Bank,CHCR,Labridae,Laenihi
2016,2,Laenihi_CHCR,23,1814,Maui County,CHCR,Labridae,Laenihi
2016,2,Laenihi_CHCR,6,307,Penguin Bank,CHCR,Labridae,Laenihi
2012,2,Manini_CHCR,17,4022,Maui County,CHCR,Acanthuridae,Manini
2013,2,Manini_CHCR,8,3226,Maui County,CHCR,Acanthuridae,Manini
2014,2,Manini_CHCR,11,2156,Maui County,CHCR,Acanthuridae,Manini
2015,2,Manini_CHCR,12,2284,Maui County,CHCR,Acanthuridae,Manini
2016,2,Manini_CHCR,8,2814,Maui County,CHCR,Acanthuridae,Manini
2012,2,Menpachi_CHCR,39,5804,Maui County,CHCR,Holocentridae,Menpachi
2012,2,Menpachi_CHCR,7,44,Penguin Bank,CHCR,Holocentridae,Menpachi
2013,2,Menpachi_CHCR,24,3587,Maui County,CHCR,Holocentridae,Menpachi
2013,2,Menpachi_CHCR,8,20,Penguin Bank,CHCR,Holocentridae,Menpachi
2014,2,Menpachi_CHCR,30,4383,Maui County,CHCR,Holocentridae,Menpachi
2014,2,Menpachi_CHCR,10,45,Penguin Bank,CHCR,Holocentridae,Menpachi
2015,2,Menpachi_CHCR,29,4542,Maui County,CHCR,Holocentridae,Menpachi
2015,2,Menpachi_CHCR,4,5,Penguin Bank,CHCR,Holocentridae,Menpachi
2016,2,Menpachi_CHCR,25,5280,Maui County,CHCR,Holocentridae,Menpachi
2016,2,Menpachi_CHCR,7,30,Penguin Bank,CHCR,Holocentridae,Menpachi
2012,2,Moana_CHCR,25,1757,Maui County,CHCR,Mullidae,Moana
2013,2,Moana_CHCR,21,1573,Maui County,CHCR,Mullidae,Moana
2014,2,Moana_CHCR,15,772,Maui County,CHCR,Mullidae,Moana
2015,2,Moana_CHCR,9,102,Maui County,CHCR,Mullidae,Moana
2016,2,Moana_CHCR,12,83,Maui County,CHCR,Mullidae,Moana
2012,2,Moana kale_CHCR,22,652,Maui County,CHCR,Mullidae,Moana kale
2013,2,Moana kale_CHCR,21,324,Maui County,CHCR,Mullidae,Moana kale
2014,2,Moana kale_CHCR,17,108,Maui County,CHCR,Mullidae,Moana kale
2015,2,Moana kale_CHCR,7,79,Maui County,CHCR,Mullidae,Moana kale
2016,2,Moana kale_CHCR,14,142,Maui County,CHCR,Mullidae,Moana kale
2012,2,Moi_CHCR,3,124,Maui County,CHCR,Polynemidae,Moi
2014,2,Moi_CHCR,3,32,Maui County,CHCR,Polynemidae,Moi
2016,2,Moi_CHCR,3,27,Maui County,CHCR,Polynemidae,Moi
2012,2,Munu_CHCR,4,38,Maui County,CHCR,Mullidae,Munu
2013,2,Munu_CHCR,3,29,Maui County,CHCR,Mullidae,Munu
2014,2,Munu_CHCR,3,12,Maui County,CHCR,Mullidae,Munu
2015,2,Munu_CHCR,3,11,Maui County,CHCR,Mullidae,Munu
2012,2,Naenae_CHCR,3,525,Maui County,CHCR,Acanthuridae,Naenae
2012,2,Nenue_CHCR,18,7960,Maui County,CHCR,Kyphosidae,Nenue
2013,2,Nenue_CHCR,13,5138,Maui County,CHCR,Kyphosidae,Nenue
2014,2,Nenue_CHCR,20,6224,Maui County,CHCR,Kyphosidae,Nenue
2015,2,Nenue_CHCR,19,5806,Maui County,CHCR,Kyphosidae,Nenue
2016,2,Nenue_CHCR,13,3511,Maui County,CHCR,Kyphosidae,Nenue
2012,2,Opelu_CHCR,39,16140,Maui County,CHCR,Carangidae,Opelu
2013,2,Opelu_CHCR,54,21701,Maui County,CHCR,Carangidae,Opelu
2014,2,Opelu_CHCR,43,18623,Maui County,CHCR,Carangidae,Opelu
2014,2,Opelu_CHCR,5,268,Penguin Bank,CHCR,Carangidae,Opelu
2015,2,Opelu_CHCR,30,8340,Maui County,CHCR,Carangidae,Opelu
2015,2,Opelu_CHCR,4,110,Penguin Bank,CHCR,Carangidae,Opelu
2016,2,Opelu_CHCR,21,6845,Maui County,CHCR,Carangidae,Opelu
2016,2,Opelu_CHCR,3,20,Penguin Bank,CHCR,Carangidae,Opelu
2012,2,Opelu kala_CHCR,4,128,Maui County,CHCR,Acanthuridae,Opelu kala
2013,2,Opelu kala_CHCR,5,644,Maui County,CHCR,Acanthuridae,Opelu kala
2014,2,Opelu kala_CHCR,4,110,Maui County,CHCR,Acanthuridae,Opelu kala
2015,2,Opelu kala_CHCR,3,116,Maui County,CHCR,Acanthuridae,Opelu kala
2016,2,Opelu kala_CHCR,5,373,Maui County,CHCR,Acanthuridae,Opelu kala
2012,2,Palani_CHCR,18,4542,Maui County,CHCR,Acanthuridae,Palani
2013,2,Palani_CHCR,11,3488,Maui County,CHCR,Acanthuridae,Palani
2014,2,Palani_CHCR,8,3634,Maui County,CHCR,Acanthuridae,Palani
2015,2,Palani_CHCR,13,3454,Maui County,CHCR,Acanthuridae,Palani
2016,2,Palani_CHCR,6,3336,Maui County,CHCR,Acanthuridae,Palani
2016,2,Poou_CHCR,3,23,Maui County,CHCR,Labridae,Poou
2012,2,Pualu_CHCR,4,740,Maui County,CHCR,Acanthuridae,Pualu
2013,2,Pualu_CHCR,6,408,Maui County,CHCR,Acanthuridae,Pualu
2014,2,Pualu_CHCR,5,880,Maui County,CHCR,Acanthuridae,Pualu
2015,2,Pualu_CHCR,3,890,Maui County,CHCR,Acanthuridae,Pualu
2016,2,Pualu_CHCR,3,680,Maui County,CHCR,Acanthuridae,Pualu
2012,2,Shark-misc._CHCR,7,10,Maui County,CHCR,Carcharhinidae,Shark-misc.
2012,2,Shark-misc._CHCR,4,24,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.
2013,2,Shark-misc._CHCR,10,0,Maui County,CHCR,Carcharhinidae,Shark-misc.
2013,2,Shark-misc._CHCR,11,53,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.
2014,2,Shark-misc._CHCR,9,0,Maui County,CHCR,Carcharhinidae,Shark-misc.
2014,2,Shark-misc._CHCR,6,0,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.
2015,2,Shark-misc._CHCR,10,300,Maui County,CHCR,Carcharhinidae,Shark-misc.
2015,2,Shark-misc._CHCR,3,0,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.
2016,2,Shark-misc._CHCR,6,580,Maui County,CHCR,Carcharhinidae,Shark-misc.
2016,2,Shark-misc._CHCR,5,300,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.
2012,2,Uhu parrot-misc._CHCR,25,14556,Maui County,CHCR,Scaridae,Uhu parrot-misc.
2013,2,Uhu parrot-misc._CHCR,10,11126,Maui County,CHCR,Scaridae,Uhu parrot-misc.
2014,2,Uhu parrot-misc._CHCR,13,8341,Maui County,CHCR,Scaridae,Uhu parrot-misc.
2015,2,Uhu parrot-misc._CHCR,7,1762,Maui County,CHCR,Scaridae,Uhu parrot-misc.
2016,2,Uhu parrot-misc._CHCR,10,2319,Maui County,CHCR,Scaridae,Uhu parrot-misc.
2012,2,Umaumalei_CHCR,3,2802,Maui County,CHCR,Acanthuridae,Umaumalei
2013,2,Umaumalei_CHCR,3,2076,Maui County,CHCR,Acanthuridae,Umaumalei
2014,2,Umaumalei_CHCR,3,1748,Maui County,CHCR,Acanthuridae,Umaumalei
2015,2,Umaumalei_CHCR,3,2401,Maui County,CHCR,Acanthuridae,Umaumalei
2016,2,Umaumalei_CHCR,3,2250,Maui County,CHCR,Acanthuridae,Umaumalei
2015,2,Uouoa_CHCR,3,54,Maui County,CHCR,Mugilidae,Uouoa
2012,2,Weke a'a_CHCR,8,1140,Maui County,CHCR,Mullidae,Weke a'a
2013,2,Weke a'a_CHCR,7,1198,Maui County,CHCR,Mullidae,Weke a'a
2014,2,Weke a'a_CHCR,4,366,Maui County,CHCR,Mullidae,Weke a'a
2015,2,Weke a'a_CHCR,3,453,Maui County,CHCR,Mullidae,Weke a'a
2016,2,Weke a'a_CHCR,4,559,Maui County,CHCR,Mullidae,Weke a'a
2012,2,Weke nono_CHCR,27,1742,Maui County,CHCR,Mullidae,Weke nono
2012,2,Weke nono_CHCR,6,89,Penguin Bank,CHCR,Mullidae,Weke nono
2013,2,Weke nono_CHCR,32,1572,Maui County,CHCR,Mullidae,Weke nono
2013,2,Weke nono_CHCR,10,133,Penguin Bank,CHCR,Mullidae,Weke nono
2014,2,Weke nono_CHCR,28,667,Maui County,CHCR,Mullidae,Weke nono
2014,2,Weke nono_CHCR,7,48,Penguin Bank,CHCR,Mullidae,Weke nono
2015,2,Weke nono_CHCR,26,1072,Maui County,CHCR,Mullidae,Weke nono
2015,2,Weke nono_CHCR,8,102,Penguin Bank,CHCR,Mullidae,Weke nono
2016,2,Weke nono_CHCR,18,755,Maui County,CHCR,Mullidae,Weke nono
2016,2,Weke nono_CHCR,10,152,Penguin Bank,CHCR,Mullidae,Weke nono
2013,2,Weke pueo_CHCR,4,147,Maui County,CHCR,Mullidae,Weke pueo
2012,2,Weke ula_CHCR,13,4314,Maui County,CHCR,Mullidae,Weke ula
2013,2,Weke ula_CHCR,8,1670,Maui County,CHCR,Mullidae,Weke ula
2014,2,Weke ula_CHCR,9,5284,Maui County,CHCR,Mullidae,Weke ula
2014,2,Weke ula_CHCR,3,31,Penguin Bank,CHCR,Mullidae,Weke ula
2015,2,Weke ula_CHCR,10,7111,Maui County,CHCR,Mullidae,Weke ula
2016,2,Weke ula_CHCR,10,3124,Maui County,CHCR,Mullidae,Weke ula
2012,2,Ahaaha_CHCR,4,371,Maui County,CHCR,Belonidae,Ahaaha
2013,2,Ahaaha_CHCR,4,102,Maui County,CHCR,Belonidae,Ahaaha
2014,2,Ahaaha_CHCR,5,114,Maui County,CHCR,Belonidae,Ahaaha
2012,2,Awa_CHCR,4,62,Maui County,CHCR,Chanidae,Awa
2012,2,Aweoweo (deepsea)_CHCR,4,47,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea)
2012,2,Aweoweo (deepsea)_CHCR,8,25,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea)
2013,2,Aweoweo (deepsea)_CHCR,9,45,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea)
2014,2,Aweoweo (deepsea)_CHCR,11,103,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea)
2015,2,Aweoweo (deepsea)_CHCR,4,72,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea)
2015,2,Aweoweo (deepsea)_CHCR,6,48,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea)
2016,2,Aweoweo (deepsea)_CHCR,5,42,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea)
2016,2,Aweoweo (deepsea)_CHCR,6,53,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea)
2012,2,Dobe ulua_CHCR,13,1139,Maui County,CHCR,Carangidae,Dobe ulua
2013,2,Dobe ulua_CHCR,8,1592,Maui County,CHCR,Carangidae,Dobe ulua
2013,2,Dobe ulua_CHCR,3,176,Penguin Bank,CHCR,Carangidae,Dobe ulua
2014,2,Dobe ulua_CHCR,4,115,Maui County,CHCR,Carangidae,Dobe ulua
2014,2,Dobe ulua_CHCR,4,24,Penguin Bank,CHCR,Carangidae,Dobe ulua
2015,2,Dobe ulua_CHCR,5,58,Maui County,CHCR,Carangidae,Dobe ulua
2015,2,Dobe ulua_CHCR,5,400,Penguin Bank,CHCR,Carangidae,Dobe ulua
2016,2,Dobe ulua_CHCR,3,118,Maui County,CHCR,Carangidae,Dobe ulua
2016,2,Dobe ulua_CHCR,3,6,Penguin Bank,CHCR,Carangidae,Dobe ulua
2012,2,Ea (wrasse)_CHCR,10,128,Maui County,CHCR,Labridae,Ea (wrasse)
2013,2,Ea (wrasse)_CHCR,8,115,Maui County,CHCR,Labridae,Ea (wrasse)
2014,2,Ea (wrasse)_CHCR,7,113,Maui County,CHCR,Labridae,Ea (wrasse)
2015,2,Ea (wrasse)_CHCR,5,23,Maui County,CHCR,Labridae,Ea (wrasse)
2016,2,Ea (wrasse)_CHCR,4,26,Maui County,CHCR,Labridae,Ea (wrasse)
2012,2,Golden kali_CHCR,10,53,Maui County,CHCR,Emmelichthyidae,Golden kali
2012,2,Golden kali_CHCR,17,67,Penguin Bank,CHCR,Emmelichthyidae,Golden kali
2013,2,Golden kali_CHCR,5,66,Maui County,CHCR,Emmelichthyidae,Golden kali
2013,2,Golden kali_CHCR,16,107,Penguin Bank,CHCR,Emmelichthyidae,Golden kali
2014,2,Golden kali_CHCR,4,29,Maui County,CHCR,Emmelichthyidae,Golden kali
2014,2,Golden kali_CHCR,12,63,Penguin Bank,CHCR,Emmelichthyidae,Golden kali
2015,2,Golden kali_CHCR,4,27,Maui County,CHCR,Emmelichthyidae,Golden kali
2015,2,Golden kali_CHCR,10,88,Penguin Bank,CHCR,Emmelichthyidae,Golden kali
2016,2,Golden kali_CHCR,5,24,Maui County,CHCR,Emmelichthyidae,Golden kali
2016,2,Golden kali_CHCR,8,52,Penguin Bank,CHCR,Emmelichthyidae,Golden kali
2012,2,Hogo_CHCR,22,279,Maui County,CHCR,Scorpaenidae,Hogo
2012,2,Hogo_CHCR,36,647,Penguin Bank,CHCR,Scorpaenidae,Hogo
2013,2,Hogo_CHCR,14,214,Maui County,CHCR,Scorpaenidae,Hogo
2013,2,Hogo_CHCR,36,620,Penguin Bank,CHCR,Scorpaenidae,Hogo
2014,2,Hogo_CHCR,15,222,Maui County,CHCR,Scorpaenidae,Hogo
2014,2,Hogo_CHCR,26,507,Penguin Bank,CHCR,Scorpaenidae,Hogo
2015,2,Hogo_CHCR,11,164,Maui County,CHCR,Scorpaenidae,Hogo
2015,2,Hogo_CHCR,22,381,Penguin Bank,CHCR,Scorpaenidae,Hogo
2016,2,Hogo_CHCR,12,247,Maui County,CHCR,Scorpaenidae,Hogo
2016,2,Hogo_CHCR,20,311,Penguin Bank,CHCR,Scorpaenidae,Hogo
2012,2,Kamanu_CHCR,14,524,Maui County,CHCR,Carangidae,Kamanu
2012,2,Kamanu_CHCR,5,82,Penguin Bank,CHCR,Carangidae,Kamanu
2013,2,Kamanu_CHCR,17,599,Maui County,CHCR,Carangidae,Kamanu
2013,2,Kamanu_CHCR,5,143,Penguin Bank,CHCR,Carangidae,Kamanu
2014,2,Kamanu_CHCR,31,1059,Maui County,CHCR,Carangidae,Kamanu
2014,2,Kamanu_CHCR,8,56,Penguin Bank,CHCR,Carangidae,Kamanu
2015,2,Kamanu_CHCR,35,1441,Maui County,CHCR,Carangidae,Kamanu
2015,2,Kamanu_CHCR,13,221,Penguin Bank,CHCR,Carangidae,Kamanu
2016,2,Kamanu_CHCR,31,1781,Maui County,CHCR,Carangidae,Kamanu
2016,2,Kamanu_CHCR,14,273,Penguin Bank,CHCR,Carangidae,Kamanu
2012,2,Kupipi_CHCR,5,121,Maui County,CHCR,Pomacentridae,Kupipi
2012,2,Lae_CHCR,3,8,Maui County,CHCR,Carangidae,Lae
2013,2,Lae_CHCR,7,14,Maui County,CHCR,Carangidae,Lae
2015,2,Lae_CHCR,4,4,Maui County,CHCR,Carangidae,Lae
2012,2,Maomao_CHCR,4,1773,Maui County,CHCR,Pomacentridae,Maomao
2013,2,Maomao_CHCR,4,672,Maui County,CHCR,Pomacentridae,Maomao
2014,2,Maomao_CHCR,3,235,Maui County,CHCR,Pomacentridae,Maomao
2015,2,Maomao_CHCR,3,464,Maui County,CHCR,Pomacentridae,Maomao
2012,2,Mu_CHCR,7,115,Maui County,CHCR,Lethrinidae,Mu
2013,2,Mu_CHCR,4,181,Maui County,CHCR,Lethrinidae,Mu
2014,2,Mu_CHCR,3,28,Maui County,CHCR,Lethrinidae,Mu
2015,2,Mu_CHCR,3,71,Maui County,CHCR,Lethrinidae,Mu
2016,2,Mu_CHCR,5,97,Maui County,CHCR,Lethrinidae,Mu
2012,2,Nohu_CHCR,9,1047,Maui County,CHCR,Scorpaenidae,Nohu
2013,2,Nohu_CHCR,7,393,Maui County,CHCR,Scorpaenidae,Nohu
2014,2,Nohu_CHCR,8,237,Maui County,CHCR,Scorpaenidae,Nohu
2015,2,Nohu_CHCR,5,557,Maui County,CHCR,Scorpaenidae,Nohu
2016,2,Nohu_CHCR,4,466,Maui County,CHCR,Scorpaenidae,Nohu
2012,2,Oio_CHCR,7,402,Maui County,CHCR,Albulidae,Oio
2013,2,Oio_CHCR,7,1220,Maui County,CHCR,Albulidae,Oio
2014,2,Oio_CHCR,6,535,Maui County,CHCR,Albulidae,Oio
2015,2,Oio_CHCR,10,749,Maui County,CHCR,Albulidae,Oio
2016,2,Oio_CHCR,5,728,Maui County,CHCR,Albulidae,Oio
2012,2,Omilu_CHCR,28,1794,Maui County,CHCR,Carangidae,Omilu
2012,2,Omilu_CHCR,8,664,Penguin Bank,CHCR,Carangidae,Omilu
2013,2,Omilu_CHCR,37,1124,Maui County,CHCR,Carangidae,Omilu
2013,2,Omilu_CHCR,9,513,Penguin Bank,CHCR,Carangidae,Omilu
2014,2,Omilu_CHCR,29,1190,Maui County,CHCR,Carangidae,Omilu
2014,2,Omilu_CHCR,10,312,Penguin Bank,CHCR,Carangidae,Omilu
2015,2,Omilu_CHCR,33,1630,Maui County,CHCR,Carangidae,Omilu
2015,2,Omilu_CHCR,9,255,Penguin Bank,CHCR,Carangidae,Omilu
2016,2,Omilu_CHCR,29,1463,Maui County,CHCR,Carangidae,Omilu
2016,2,Omilu_CHCR,16,495,Penguin Bank,CHCR,Carangidae,Omilu
2012,2,Papa ulua_CHCR,29,10354,Maui County,CHCR,Carangidae,Papa ulua
2012,2,Papa ulua_CHCR,10,225,Penguin Bank,CHCR,Carangidae,Papa ulua
2013,2,Papa ulua_CHCR,26,5137,Maui County,CHCR,Carangidae,Papa ulua
2013,2,Papa ulua_CHCR,19,400,Penguin Bank,CHCR,Carangidae,Papa ulua
2014,2,Papa ulua_CHCR,32,5391,Maui County,CHCR,Carangidae,Papa ulua
2014,2,Papa ulua_CHCR,17,625,Penguin Bank,CHCR,Carangidae,Papa ulua
2015,2,Papa ulua_CHCR,34,7049,Maui County,CHCR,Carangidae,Papa ulua
2015,2,Papa ulua_CHCR,13,591,Penguin Bank,CHCR,Carangidae,Papa ulua
2016,2,Papa ulua_CHCR,29,7379,Maui County,CHCR,Carangidae,Papa ulua
2016,2,Papa ulua_CHCR,15,915,Penguin Bank,CHCR,Carangidae,Papa ulua
2012,2,Poopaa_CHCR,6,278,Maui County,CHCR,Cirrhitidae,Poopaa
2013,2,Poopaa_CHCR,3,97,Maui County,CHCR,Cirrhitidae,Poopaa
2014,2,Poopaa_CHCR,4,86,Maui County,CHCR,Cirrhitidae,Poopaa
2015,2,Poopaa_CHCR,3,69,Maui County,CHCR,Cirrhitidae,Poopaa
2016,2,Poopaa_CHCR,3,123,Maui County,CHCR,Cirrhitidae,Poopaa
2012,2,Roi_CHCR,15,1516,Maui County,CHCR,Serranidae,Roi
2013,2,Roi_CHCR,14,979,Maui County,CHCR,Serranidae,Roi
2014,2,Roi_CHCR,5,382,Maui County,CHCR,Serranidae,Roi
2015,2,Roi_CHCR,5,343,Maui County,CHCR,Serranidae,Roi
2016,2,Roi_CHCR,4,1380,Maui County,CHCR,Serranidae,Roi
2012,2,Sasa ulua_CHCR,3,224,Penguin Bank,CHCR,Carangidae,Sasa ulua
2013,2,Sasa ulua_CHCR,3,64,Maui County,CHCR,Carangidae,Sasa ulua
2016,2,Sasa ulua_CHCR,5,380,Penguin Bank,CHCR,Carangidae,Sasa ulua
2012,2,Toau_CHCR,14,1844,Maui County,CHCR,Lutjanidae,Toau
2013,2,Toau_CHCR,8,147,Maui County,CHCR,Lutjanidae,Toau
2014,2,Toau_CHCR,10,42,Maui County,CHCR,Lutjanidae,Toau
2015,2,Toau_CHCR,9,1125,Maui County,CHCR,Lutjanidae,Toau
2016,2,Toau_CHCR,16,425,Maui County,CHCR,Lutjanidae,Toau
2014,2,Ulua-misc._CHCR,19,812,Maui County,CHCR,Carangidae,Ulua-misc.
2014,2,Ulua-misc._CHCR,8,417,Penguin Bank,CHCR,Carangidae,Ulua-misc.
2015,2,Ulua-misc._CHCR,30,1343,Maui County,CHCR,Carangidae,Ulua-misc.
2015,2,Ulua-misc._CHCR,8,286,Penguin Bank,CHCR,Carangidae,Ulua-misc.
2016,2,Ulua-misc._CHCR,5,114,Maui County,CHCR,Carangidae,Ulua-misc.
2012,2,Aku_PMUS,141,41637,Maui County,PMUS,Scombridae,Aku
2012,2,Aku_PMUS,54,4782,Penguin Bank,PMUS,Scombridae,Aku
2013,2,Aku_PMUS,135,50649,Maui County,PMUS,Scombridae,Aku
2013,2,Aku_PMUS,50,2859,Penguin Bank,PMUS,Scombridae,Aku
2014,2,Aku_PMUS,141,30675,Maui County,PMUS,Scombridae,Aku
2014,2,Aku_PMUS,43,3029,Penguin Bank,PMUS,Scombridae,Aku
2015,2,Aku_PMUS,117,26257,Maui County,PMUS,Scombridae,Aku
2015,2,Aku_PMUS,23,3458,Penguin Bank,PMUS,Scombridae,Aku
2016,2,Aku_PMUS,92,24394,Maui County,PMUS,Scombridae,Aku
2016,2,Aku_PMUS,26,2002,Penguin Bank,PMUS,Scombridae,Aku
2012,2,Bigeye tuna_PMUS,95,115316,Maui County,PMUS,Scombridae,Bigeye tuna
2012,2,Bigeye tuna_PMUS,8,711,Penguin Bank,PMUS,Scombridae,Bigeye tuna
2013,2,Bigeye tuna_PMUS,84,98342,Maui County,PMUS,Scombridae,Bigeye tuna
2013,2,Bigeye tuna_PMUS,5,1865,Penguin Bank,PMUS,Scombridae,Bigeye tuna
2014,2,Bigeye tuna_PMUS,78,89580,Maui County,PMUS,Scombridae,Bigeye tuna
2014,2,Bigeye tuna_PMUS,3,347,Penguin Bank,PMUS,Scombridae,Bigeye tuna
2015,2,Bigeye tuna_PMUS,56,67217,Maui County,PMUS,Scombridae,Bigeye tuna
2015,2,Bigeye tuna_PMUS,4,616,Penguin Bank,PMUS,Scombridae,Bigeye tuna
2016,2,Bigeye tuna_PMUS,48,23164,Maui County,PMUS,Scombridae,Bigeye tuna
2016,2,Bigeye tuna_PMUS,6,418,Penguin Bank,PMUS,Scombridae,Bigeye tuna
2012,2,Blue marlin_PMUS,35,24581,Maui County,PMUS,Istiophoridae,Blue marlin
2012,2,Blue marlin_PMUS,10,4545,Penguin Bank,PMUS,Istiophoridae,Blue marlin
2013,2,Blue marlin_PMUS,37,23198,Maui County,PMUS,Istiophoridae,Blue marlin
2013,2,Blue marlin_PMUS,14,2782,Penguin Bank,PMUS,Istiophoridae,Blue marlin
2014,2,Blue marlin_PMUS,37,20979,Maui County,PMUS,Istiophoridae,Blue marlin
2014,2,Blue marlin_PMUS,7,2466,Penguin Bank,PMUS,Istiophoridae,Blue marlin
2015,2,Blue marlin_PMUS,57,36568,Maui County,PMUS,Istiophoridae,Blue marlin
2015,2,Blue marlin_PMUS,14,3284,Penguin Bank,PMUS,Istiophoridae,Blue marlin
2016,2,Blue marlin_PMUS,48,23483,Maui County,PMUS,Istiophoridae,Blue marlin
2016,2,Blue marlin_PMUS,6,1108,Penguin Bank,PMUS,Istiophoridae,Blue marlin
2012,2,Kawakawa_PMUS,32,843,Maui County,PMUS,Scombridae,Kawakawa
2012,2,Kawakawa_PMUS,45,1726,Penguin Bank,PMUS,Scombridae,Kawakawa
2013,2,Kawakawa_PMUS,21,589,Maui County,PMUS,Scombridae,Kawakawa
2013,2,Kawakawa_PMUS,49,2066,Penguin Bank,PMUS,Scombridae,Kawakawa
2014,2,Kawakawa_PMUS,56,3195,Maui County,PMUS,Scombridae,Kawakawa
2014,2,Kawakawa_PMUS,60,4696,Penguin Bank,PMUS,Scombridae,Kawakawa
2015,2,Kawakawa_PMUS,69,4540,Maui County,PMUS,Scombridae,Kawakawa
2015,2,Kawakawa_PMUS,58,8698,Penguin Bank,PMUS,Scombridae,Kawakawa
2016,2,Kawakawa_PMUS,45,2485,Maui County,PMUS,Scombridae,Kawakawa
2016,2,Kawakawa_PMUS,53,3399,Penguin Bank,PMUS,Scombridae,Kawakawa
2012,2,Keokeo_PMUS,3,7,Maui County,PMUS,Scombridae,Keokeo
2012,2,Mahimahi_PMUS,243,269318,Maui County,PMUS,Coryphaenidae,Mahimahi
2012,2,Mahimahi_PMUS,126,28115,Penguin Bank,PMUS,Coryphaenidae,Mahimahi
2013,2,Mahimahi_PMUS,224,167682,Maui County,PMUS,Coryphaenidae,Mahimahi
2013,2,Mahimahi_PMUS,127,23014,Penguin Bank,PMUS,Coryphaenidae,Mahimahi
2014,2,Mahimahi_PMUS,238,296034,Maui County,PMUS,Coryphaenidae,Mahimahi
2014,2,Mahimahi_PMUS,126,22952,Penguin Bank,PMUS,Coryphaenidae,Mahimahi
2015,2,Mahimahi_PMUS,209,261324,Maui County,PMUS,Coryphaenidae,Mahimahi
2015,2,Mahimahi_PMUS,91,18414,Penguin Bank,PMUS,Coryphaenidae,Mahimahi
2016,2,Mahimahi_PMUS,159,180910,Maui County,PMUS,Coryphaenidae,Mahimahi
2016,2,Mahimahi_PMUS,85,13052,Penguin Bank,PMUS,Coryphaenidae,Mahimahi
2012,2,Monchong_PMUS,7,348,Maui County,PMUS,Bramidae,Monchong
2012,2,Monchong_PMUS,14,684,Penguin Bank,PMUS,Bramidae,Monchong
2013,2,Monchong_PMUS,9,847,Maui County,PMUS,Bramidae,Monchong
2013,2,Monchong_PMUS,9,289,Penguin Bank,PMUS,Bramidae,Monchong
2014,2,Monchong_PMUS,6,789,Maui County,PMUS,Bramidae,Monchong
2014,2,Monchong_PMUS,10,590,Penguin Bank,PMUS,Bramidae,Monchong
2015,2,Monchong_PMUS,7,1014,Maui County,PMUS,Bramidae,Monchong
2015,2,Monchong_PMUS,5,263,Penguin Bank,PMUS,Bramidae,Monchong
2016,2,Monchong_PMUS,10,1214,Maui County,PMUS,Bramidae,Monchong
2016,2,Monchong_PMUS,10,1175,Penguin Bank,PMUS,Bramidae,Monchong
2012,2,Ono_PMUS,185,51366,Maui County,PMUS,Scombridae,Ono
2012,2,Ono_PMUS,77,8894,Penguin Bank,PMUS,Scombridae,Ono
2013,2,Ono_PMUS,173,43145,Maui County,PMUS,Scombridae,Ono
2013,2,Ono_PMUS,73,8677,Penguin Bank,PMUS,Scombridae,Ono
2014,2,Ono_PMUS,175,56185,Maui County,PMUS,Scombridae,Ono
2014,2,Ono_PMUS,87,12972,Penguin Bank,PMUS,Scombridae,Ono
2015,2,Ono_PMUS,164,48066,Maui County,PMUS,Scombridae,Ono
2015,2,Ono_PMUS,80,8197,Penguin Bank,PMUS,Scombridae,Ono
2016,2,Ono_PMUS,133,34824,Maui County,PMUS,Scombridae,Ono
2016,2,Ono_PMUS,62,7374,Penguin Bank,PMUS,Scombridae,Ono
2012,2,S.N. spearfish_PMUS,29,2687,Maui County,PMUS,Istiophoridae,S.N. spearfish
2012,2,S.N. spearfish_PMUS,3,84,Penguin Bank,PMUS,Istiophoridae,S.N. spearfish
2013,2,S.N. spearfish_PMUS,21,1854,Maui County,PMUS,Istiophoridae,S.N. spearfish
2013,2,S.N. spearfish_PMUS,8,333,Penguin Bank,PMUS,Istiophoridae,S.N. spearfish
2014,2,S.N. spearfish_PMUS,18,1680,Maui County,PMUS,Istiophoridae,S.N. spearfish
2014,2,S.N. spearfish_PMUS,8,216,Penguin Bank,PMUS,Istiophoridae,S.N. spearfish
2015,2,S.N. spearfish_PMUS,26,1482,Maui County,PMUS,Istiophoridae,S.N. spearfish
2015,2,S.N. spearfish_PMUS,7,257,Penguin Bank,PMUS,Istiophoridae,S.N. spearfish
